ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),Description,Street,City,County,State,Timezone,Weather_Timestamp,Temperature(F),Humidity(%),Visibility(mi),Precipitation(in),Weather_Condition,Junction,Traffic_Signal,Sunrise_Sunset,Start_Time_parsed,End_Time_parsed,reported_duration_minutes,dataset_source,target_name,target_definition,duration_missing,duration_negative,duration_zero,duration_below_minimum,duration_requires_review,valid_initial_duration,event_year,event_month,event_day_of_week,event_hour,is_weekend,description_normalized,description_length,description_missing,duplicate_signature
A-4929559,Source1,2,2022-05-23 12:25:30.000000000,2022-05-23 14:34:36.000000000,34.804691,-82.230938,0.091,Stationary traffic on SC-146 - SC-296 from SC-14 (Roberts Rd/SC-296) to SC-146/Woodruff Rd (Simpsonville) (East) (S Bennetts Bridge Rd/SC-296) due to accident., Five Forks Rd,Simpsonville,Greenville,SC,US/Eastern,2022-05-23 12:47:00,68.0,94.0,3.0,0.0,Rain,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,stationary traffic on sc-146 - sc-296 from sc-14 (roberts rd/sc-296) to sc-146/woodruff rd (simpsonville) (east) (s bennetts bridge rd/sc-296) due to accident.,159,False,Source1|NaT|NaT|34.804691|-82.230938| Five Forks Rd|stationary traffic on sc-146 - sc-296 from sc-14 (roberts rd/sc-296) to sc-146/woodruff rd (simpsonville) (east) (s bennetts bridge rd/sc-296) due to accident.
A-6378276,Source1,2,2021-02-20 08:30:00.000000,2021-02-20 19:55:29.000000,34.818698,-82.2768,0.081,Slow traffic on SC-146 from Tanner Rd to Rocky Creek Rd due to accident., Verdin Rd,Greenville,Greenville,SC,US/Eastern,2021-02-20 08:53:00,38.0,41.0,10.0,0.0,Fair,False,True,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic on sc-146 from tanner rd to rocky creek rd due to accident.,72,False,Source1|NaT|NaT|34.818698|-82.2768| Verdin Rd|slow traffic on sc-146 from tanner rd to rocky creek rd due to accident.
A-4766327,Source1,2,2022-05-16 12:38:30.000000000,2022-05-16 15:10:17.000000000,34.818698,-82.2768,0.081,Slow traffic on SC-146 from Tanner Rd to Rocky Creek Rd due to accident., Verdin Rd,Greenville,Greenville,SC,US/Eastern,2022-05-16 12:53:00,86.0,46.0,10.0,0.0,Fair,False,True,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic on sc-146 from tanner rd to rocky creek rd due to accident.,72,False,Source1|NaT|NaT|34.818698|-82.2768| Verdin Rd|slow traffic on sc-146 from tanner rd to rocky creek rd due to accident.
A-5082012,Source1,2,2022-01-28 17:37:14.000000000,2022-01-28 19:50:26.000000000,34.818991,-82.276658,0.063,Slow traffic on SC-146 from Tanner Rd to Rocky Creek Rd due to accident., Verdin Rd,Greenville,Greenville,SC,US/Eastern,2022-01-28 17:53:00,44.0,65.0,10.0,0.0,Light Rain,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic on sc-146 from tanner rd to rocky creek rd due to accident.,72,False,Source1|NaT|NaT|34.818991|-82.276658| Verdin Rd|slow traffic on sc-146 from tanner rd to rocky creek rd due to accident.
A-5325263,Source1,2,2022-05-02 15:24:48.000000000,2022-05-02 17:26:40.000000000,34.818991,-82.276658,0.063,Slow traffic on SC-146 from Tanner Rd to Rocky Creek Rd due to accident., Verdin Rd,Greenville,Greenville,SC,US/Eastern,2022-05-02 15:53:00,85.0,40.0,10.0,0.0,Fair,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic on sc-146 from tanner rd to rocky creek rd due to accident.,72,False,Source1|NaT|NaT|34.818991|-82.276658| Verdin Rd|slow traffic on sc-146 from tanner rd to rocky creek rd due to accident.
A-5233594,Source1,2,2022-05-23 12:09:00.000000000,2022-05-23 14:13:37.000000000,34.819857,-82.26783499999998,0.13,Stationary traffic on SC-146 from Bagwell Rd to Barkingham Ln due to accident., Woodruff Rd,Greenville,Greenville,SC,US/Eastern,2022-05-23 12:00:00,70.0,87.0,5.0,0.01,Light Rain,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,stationary traffic on sc-146 from bagwell rd to barkingham ln due to accident.,78,False,Source1|NaT|NaT|34.819857|-82.26783499999998| Woodruff Rd|stationary traffic on sc-146 from bagwell rd to barkingham ln due to accident.
A-4151573,Source1,2,2022-05-23 11:52:30.000000000,2022-05-23 14:00:23.000000000,34.819857,-82.26783499999998,0.13,Stationary traffic on SC-146 from Bagwell Rd to Barkingham Ln due to accident., Woodruff Rd,Greenville,Greenville,SC,US/Eastern,2022-05-23 11:53:00,70.0,87.0,4.0,0.21,Rain,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,stationary traffic on sc-146 from bagwell rd to barkingham ln due to accident.,78,False,Source1|NaT|NaT|34.819857|-82.26783499999998| Woodruff Rd|stationary traffic on sc-146 from bagwell rd to barkingham ln due to accident.
A-3918665,Source1,2,2022-12-30 16:45:38.000000000,2022-12-30 20:06:30.000000000,34.84242082,-82.28273749,2.207,Slow traffic on I-85 N from I-385/Exit 51 (I-85) to Pelham Rd/Exit 54 (I-85) due to accident.,I-85,Greenville,Greenville,SC,US/Eastern,2022-12-30 16:53:00,56.0,84.0,10.0,0.0,Cloudy,True,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic on i-85 n from i-385/exit 51 (i-85) to pelham rd/exit 54 (i-85) due to accident.,93,False,Source1|NaT|NaT|34.84242082|-82.28273749|I-85|slow traffic on i-85 n from i-385/exit 51 (i-85) to pelham rd/exit 54 (i-85) due to accident.
A-4449096,Source1,2,2022-12-15 06:23:00.000000000,2022-12-15 06:36:30.000000000,34.84242082,-82.28273749,2.207,Slow traffic on I-85 N from I-385/Exit 51 (I-85) to Pelham Rd/Exit 54 (I-85) due to accident.,I-85,Greenville,Greenville,SC,US/Eastern,2022-12-15 06:24:00,41.0,89.0,4.0,0.15,Rain,True,False,Night,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic on i-85 n from i-385/exit 51 (i-85) to pelham rd/exit 54 (i-85) due to accident.,93,False,Source1|NaT|NaT|34.84242082|-82.28273749|I-85|slow traffic on i-85 n from i-385/exit 51 (i-85) to pelham rd/exit 54 (i-85) due to accident.
A-5400483,Source1,2,2022-09-29 08:30:47.000000000,2022-09-29 19:25:30.000000000,34.867251,-82.237026,2.059,Slow traffic on I-85 S from SC-14/Exit 56 (I-85) to I-385/Exit 51 (I-85) due to accident.,I-85 S,Greer,Greenville,SC,US/Eastern,2022-09-29 08:53:00,54.0,62.0,10.0,0.0,Fair,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic on i-85 s from sc-14/exit 56 (i-85) to i-385/exit 51 (i-85) due to accident.,89,False,Source1|NaT|NaT|34.867251|-82.237026|I-85 S|slow traffic on i-85 s from sc-14/exit 56 (i-85) to i-385/exit 51 (i-85) due to accident.
A-6786222,Source1,2,2020-12-14 14:42:00.000000000,2020-12-14 17:29:30.000000000,34.867251,-82.237026,2.64,Slow traffic on I-85 S from SC-14/Exit 56 (I-85) to I-385/Exit 51 (I-85) due to accident.,I-85 S,Greer,Greenville,SC,US/Eastern,2020-12-14 14:53:00,54.0,53.0,10.0,0.0,Fair,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic on i-85 s from sc-14/exit 56 (i-85) to i-385/exit 51 (i-85) due to accident.,89,False,Source1|NaT|NaT|34.867251|-82.237026|I-85 S|slow traffic on i-85 s from sc-14/exit 56 (i-85) to i-385/exit 51 (i-85) due to accident.
A-4443039,Source1,2,2022-06-01 17:19:34.000000000,2022-06-01 19:21:27.000000000,34.870402,-82.35865,0.128,Slow traffic on SC-291 from Sweetbriar Rd to Pelham Rd due to accident., N Pleasantburg Dr,Greenville,Greenville,SC,US/Eastern,2022-06-01 16:53:00,92.0,39.0,10.0,0.0,Partly Cloudy,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic on sc-291 from sweetbriar rd to pelham rd due to accident.,71,False,Source1|NaT|NaT|34.870402|-82.35865| N Pleasantburg Dr|slow traffic on sc-291 from sweetbriar rd to pelham rd due to accident.
A-5139347,Source1,2,2022-06-01 17:19:34.000000,2022-06-01 19:31:39.000000,34.870402,-82.35865,0.128,Slow traffic on SC-291 from Sweetbriar Rd to Pelham Rd due to accident., N Pleasantburg Dr,Greenville,Greenville,SC,US/Eastern,2022-06-01 16:53:00,92.0,39.0,10.0,0.0,Partly Cloudy,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic on sc-291 from sweetbriar rd to pelham rd due to accident.,71,False,Source1|NaT|NaT|34.870402|-82.35865| N Pleasantburg Dr|slow traffic on sc-291 from sweetbriar rd to pelham rd due to accident.
A-4704743,Source1,2,2022-04-06 07:42:00.000000000,2022-04-06 09:45:09.000000000,34.885779,-82.066051,0.173,Slow traffic on SC-290 from SC-417 (Moore Duncan Hwy/SC-290) to Berry Shoals Rd/River Ridge Rd (E Main St/SC-290) due to accident., Moore Duncan Hwy,Moore,Spartanburg,SC,US/Eastern,2022-04-06 07:35:00,55.0,100.0,10.0,0.01,Fair,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic on sc-290 from sc-417 (moore duncan hwy/sc-290) to berry shoals rd/river ridge rd (e main st/sc-290) due to accident.,130,False,Source1|NaT|NaT|34.885779|-82.066051| Moore Duncan Hwy|slow traffic on sc-290 from sc-417 (moore duncan hwy/sc-290) to berry shoals rd/river ridge rd (e main st/sc-290) due to accident.
A-4584373,Source1,2,2022-02-11 18:47:02.000000,2022-02-11 20:51:46.000000,34.885779,-82.066051,0.173,Slow traffic on SC-290 from SC-417 (Moore Duncan Hwy/SC-290) to Berry Shoals Rd/River Ridge Rd (E Main St/SC-290) due to accident., Moore Duncan Hwy,Moore,Spartanburg,SC,US/Eastern,2022-02-11 18:55:00,57.0,36.0,10.0,0.0,Fair,False,False,Night,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic on sc-290 from sc-417 (moore duncan hwy/sc-290) to berry shoals rd/river ridge rd (e main st/sc-290) due to accident.,130,False,Source1|NaT|NaT|34.885779|-82.066051| Moore Duncan Hwy|slow traffic on sc-290 from sc-417 (moore duncan hwy/sc-290) to berry shoals rd/river ridge rd (e main st/sc-290) due to accident.
A-5030006,Source1,2,2022-04-06 07:35:00.000000000,2022-04-06 09:36:04.000000000,34.885779,-82.066051,0.173,Slow traffic on SC-290 from SC-417 (Moore Duncan Hwy/SC-290) to Berry Shoals Rd/River Ridge Rd (E Main St/SC-290) due to accident., Moore Duncan Hwy,Moore,Spartanburg,SC,US/Eastern,2022-04-06 07:35:00,55.0,100.0,10.0,0.01,Fair,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic on sc-290 from sc-417 (moore duncan hwy/sc-290) to berry shoals rd/river ridge rd (e main st/sc-290) due to accident.,130,False,Source1|NaT|NaT|34.885779|-82.066051| Moore Duncan Hwy|slow traffic on sc-290 from sc-417 (moore duncan hwy/sc-290) to berry shoals rd/river ridge rd (e main st/sc-290) due to accident.
A-4581641,Source1,2,2022-03-21 14:11:37.000000,2022-03-21 17:45:00.000000,35.01528382284633,-86.87922835308609,1.13,Incident on I-65 NB near MM 2 Road closed. Take alternate route.,I-65,Ardmore,Giles,TN,US/Central,2022-03-21 14:15:00,72.0,20.0,10.0,0.0,Fair,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,incident on i-65 nb near mm 2 road closed. take alternate route.,64,False,Source1|NaT|NaT|35.01528382284633|-86.87922835308609|I-65|incident on i-65 nb near mm 2 road closed. take alternate route.
A-5081344,Source1,2,2022-03-21 14:11:37.000000000,2022-03-21 17:45:00.000000000,35.01528382284633,-86.87922835308609,1.13,Incident on I-65 NB near MM 2 Road closed. Take alternate route.,I-65,Ardmore,Giles,TN,US/Central,2022-03-21 14:15:00,72.0,20.0,10.0,0.0,Fair,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,incident on i-65 nb near mm 2 road closed. take alternate route.,64,False,Source1|NaT|NaT|35.01528382284633|-86.87922835308609|I-65|incident on i-65 nb near mm 2 road closed. take alternate route.
A-3927245,Source1,2,2022-06-02 12:57:49.000000000,2022-06-02 15:20:42.000000000,35.052228,-80.84966700000003,0.247,Slow traffic on US-521 N from John J Delaney Dr to Huffines Ln due to accident., John J Delaney Dr,Charlotte,Mecklenburg,NC,US/Eastern,2022-06-02 12:53:00,90.0,45.0,10.0,0.0,Fair,False,True,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic on us-521 n from john j delaney dr to huffines ln due to accident.,79,False,Source1|NaT|NaT|35.052228|-80.84966700000003| John J Delaney Dr|slow traffic on us-521 n from john j delaney dr to huffines ln due to accident.
A-4868116,Source1,2,2022-03-11 11:47:17.000000000,2022-03-11 15:00:40.000000000,35.052228,-80.84966700000003,0.247,Slow traffic on US-521 N from John J Delaney Dr to Huffines Ln due to accident., John J Delaney Dr,Charlotte,Mecklenburg,NC,US/Eastern,2022-03-11 11:53:00,54.0,69.0,10.0,0.0,Fair,False,True,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic on us-521 n from john j delaney dr to huffines ln due to accident.,79,False,Source1|NaT|NaT|35.052228|-80.84966700000003| John J Delaney Dr|slow traffic on us-521 n from john j delaney dr to huffines ln due to accident.
A-6739724,Source1,2,2020-12-21 13:46:30.000000000,2020-12-22 04:10:44.000000000,35.053391,-80.84999499999998,0.176,Stationary traffic on US-521 N from John J Delaney Dr to Huffines Ln due to accident., Johnston Rd,Charlotte,Mecklenburg,NC,US/Eastern,2020-12-21 13:53:00,57.0,51.0,10.0,0.0,Fair,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,stationary traffic on us-521 n from john j delaney dr to huffines ln due to accident.,85,False,Source1|NaT|NaT|35.053391|-80.84999499999998| Johnston Rd|stationary traffic on us-521 n from john j delaney dr to huffines ln due to accident.
A-5984283,Source1,2,2021-04-17 05:27:30.000000000,2021-04-18 00:08:50.000000000,35.053391,-80.84999499999998,0.176,Stationary traffic on US-521 N from John J Delaney Dr to Huffines Ln due to accident., Johnston Rd,Charlotte,Mecklenburg,NC,US/Eastern,2021-04-17 05:53:00,50.0,66.0,10.0,0.0,Fair,False,False,Night,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,stationary traffic on us-521 n from john j delaney dr to huffines ln due to accident.,85,False,Source1|NaT|NaT|35.053391|-80.84999499999998| Johnston Rd|stationary traffic on us-521 n from john j delaney dr to huffines ln due to accident.
A-4350190,Source1,2,2022-05-24 16:32:02.000000000,2022-05-24 19:50:28.000000000,35.053391,-80.84999499999998,0.176,Stationary traffic on US-521 N from John J Delaney Dr to Huffines Ln due to accident., Johnston Rd,Charlotte,Mecklenburg,NC,US/Eastern,2022-05-24 16:53:00,73.0,64.0,10.0,0.0,Cloudy,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,stationary traffic on us-521 n from john j delaney dr to huffines ln due to accident.,85,False,Source1|NaT|NaT|35.053391|-80.84999499999998| Johnston Rd|stationary traffic on us-521 n from john j delaney dr to huffines ln due to accident.
A-5329476,Source1,2,2022-02-16 14:40:00.000000000,2022-02-16 16:43:57.000000000,35.053391,-80.84999499999998,0.176,Stationary traffic on US-521 N from John J Delaney Dr to Huffines Ln due to accident., Johnston Rd,Charlotte,Mecklenburg,NC,US/Eastern,2022-02-16 14:53:00,65.0,48.0,10.0,0.0,Mostly Cloudy,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,stationary traffic on us-521 n from john j delaney dr to huffines ln due to accident.,85,False,Source1|NaT|NaT|35.053391|-80.84999499999998| Johnston Rd|stationary traffic on us-521 n from john j delaney dr to huffines ln due to accident.
A-5707200,Source1,4,2021-09-20 08:10:55.000000000,2021-09-20 09:28:11.000000000,35.057233571839056,-90.6875145431009,8.607000000000001,Incident on I-40 EB near I-40 Road closed. Take alternate route.,I 40 Hwy E,Widener,St Francis,AR,US/Central,2021-09-20 08:15:00,79.0,82.0,10.0,0.0,Cloudy,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,incident on i-40 eb near i-40 road closed. take alternate route.,64,False,Source1|NaT|NaT|35.057233571839056|-90.6875145431009|I 40 Hwy E|incident on i-40 eb near i-40 road closed. take alternate route.
A-5905839,Source1,2,2021-09-25 19:38:52.000000000,2021-09-25 20:56:04.000000000,35.057233571839056,-90.6875145431009,8.607000000000001,Incident on I-40 EB near I-40 Road closed. Take alternate route.,I 40 Hwy E,Widener,St Francis,AR,US/Central,2021-09-25 19:53:00,72.0,59.0,10.0,0.0,Fair,False,False,Night,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,incident on i-40 eb near i-40 road closed. take alternate route.,64,False,Source1|NaT|NaT|35.057233571839056|-90.6875145431009|I 40 Hwy E|incident on i-40 eb near i-40 road closed. take alternate route.
A-5197847,Source1,2,2022-05-25 17:52:22.000000000,2022-05-25 19:55:42.000000000,35.058961,-80.771466,0.111,Stationary traffic on NC-16 from Providence Rd (NC-16) exit [57] to I-485 N due to accident., Allison Ln,Charlotte,Mecklenburg,NC,US/Eastern,2022-05-25 17:53:00,71.0,73.0,10.0,0.0,Cloudy,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,stationary traffic on nc-16 from providence rd (nc-16) exit [57] to i-485 n due to accident.,92,False,Source1|NaT|NaT|35.058961|-80.771466| Allison Ln|stationary traffic on nc-16 from providence rd (nc-16) exit [57] to i-485 n due to accident.
A-5480359,Source1,2,2021-12-14 18:49:30.000000000,2021-12-14 20:53:13.000000000,35.058961,-80.771466,0.111,Stationary traffic on NC-16 from Providence Rd (NC-16) exit [57] to I-485 N due to accident., Allison Ln,Charlotte,Mecklenburg,NC,US/Eastern,2021-12-14 18:53:00,50.0,41.0,10.0,0.0,Fair,False,False,Night,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,stationary traffic on nc-16 from providence rd (nc-16) exit [57] to i-485 n due to accident.,92,False,Source1|NaT|NaT|35.058961|-80.771466| Allison Ln|stationary traffic on nc-16 from providence rd (nc-16) exit [57] to i-485 n due to accident.
A-5463701,Source1,2,2022-05-25 17:41:28.000000000,2022-05-25 19:46:50.000000000,35.058961,-80.771466,0.111,Stationary traffic on NC-16 from Providence Rd (NC-16) exit [57] to I-485 N due to accident., Allison Ln,Charlotte,Mecklenburg,NC,US/Eastern,2022-05-25 17:53:00,71.0,73.0,10.0,0.0,Cloudy,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,stationary traffic on nc-16 from providence rd (nc-16) exit [57] to i-485 n due to accident.,92,False,Source1|NaT|NaT|35.058961|-80.771466| Allison Ln|stationary traffic on nc-16 from providence rd (nc-16) exit [57] to i-485 n due to accident.
A-4331317,Source1,2,2022-05-17 15:41:23.000000000,2022-05-17 17:47:29.000000000,35.080535999999995,-80.73212099999998,0.12,Stationary traffic from McKee Farm Ln to I-485 N due to accident., McKee Rd,Charlotte,Mecklenburg,NC,US/Eastern,2022-05-17 15:53:00,82.0,26.0,10.0,0.0,Fair,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,stationary traffic from mckee farm ln to i-485 n due to accident.,65,False,Source1|NaT|NaT|35.080535999999995|-80.73212099999998| McKee Rd|stationary traffic from mckee farm ln to i-485 n due to accident.
A-4923504,Source1,2,2022-03-21 17:00:14.000000000,2022-03-21 19:24:27.000000000,35.080535999999995,-80.73212099999998,0.12,Stationary traffic from McKee Farm Ln to I-485 N due to accident., McKee Rd,Charlotte,Mecklenburg,NC,US/Eastern,2022-03-21 16:53:00,69.0,23.0,10.0,0.0,Fair,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,stationary traffic from mckee farm ln to i-485 n due to accident.,65,False,Source1|NaT|NaT|35.080535999999995|-80.73212099999998| McKee Rd|stationary traffic from mckee farm ln to i-485 n due to accident.
A-4543575,Source1,2,2022-03-21 17:53:00.000000000,2022-03-21 19:56:43.000000000,35.080535999999995,-80.73212099999998,0.12,Stationary traffic from McKee Farm Ln to I-485 N due to accident., McKee Rd,Charlotte,Mecklenburg,NC,US/Eastern,2022-03-21 17:53:00,69.0,22.0,10.0,0.0,Fair,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,stationary traffic from mckee farm ln to i-485 n due to accident.,65,False,Source1|NaT|NaT|35.080535999999995|-80.73212099999998| McKee Rd|stationary traffic from mckee farm ln to i-485 n due to accident.
A-4158308,Source1,2,2022-06-24 14:24:27.000000000,2022-06-24 15:35:43.000000000,35.097005,-80.940947,0.397,Slow traffic on Carowinds Blvd from NC-49/S Tryon St to I-77 due to accident.,Rubin Center Dr,Fort Mill,York,SC,US/Eastern,2022-06-24 13:54:00,85.0,51.0,10.0,0.0,Fair,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic on carowinds blvd from nc-49/s tryon st to i-77 due to accident.,77,False,Source1|NaT|NaT|35.097005|-80.940947|Rubin Center Dr|slow traffic on carowinds blvd from nc-49/s tryon st to i-77 due to accident.
A-5405963,Source1,2,2023-01-24 08:09:31.000000000,2023-01-24 08:44:04.000000000,35.097005,-80.940947,0.403,Slow traffic on Carowinds Blvd from NC-49/S Tryon St to I-77 due to accident.,Rubin Center Dr,Fort Mill,York,SC,US/Eastern,2023-01-24 07:54:00,25.0,88.0,10.0,0.0,Fair,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic on carowinds blvd from nc-49/s tryon st to i-77 due to accident.,77,False,Source1|NaT|NaT|35.097005|-80.940947|Rubin Center Dr|slow traffic on carowinds blvd from nc-49/s tryon st to i-77 due to accident.
A-4357129,Source1,4,2022-03-08 13:31:00.000000000,2022-03-08 15:31:00.000000000,35.111598,-82.81246800000002,0.204,The road is closed near Dinkins Lane. Motorists are advised to follow directions of on scene personnel. , Pickens Hwy,Rosman,Transylvania,NC,US/Eastern,2022-03-08 13:35:00,61.0,48.0,10.0,0.0,Cloudy,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,the road is closed near dinkins lane. motorists are advised to follow directions of on scene personnel.,103,False,Source1|NaT|NaT|35.111598|-82.81246800000002| Pickens Hwy|the road is closed near dinkins lane. motorists are advised to follow directions of on scene personnel.
A-5274061,Source1,2,2022-03-08 13:31:00.000000000,2022-03-08 16:16:00.000000000,35.111598,-82.81246800000002,0.234,The road is closed near Dinkins Lane. Motorists are advised to follow directions of on scene personnel. , Pickens Hwy,Rosman,Transylvania,NC,US/Eastern,2022-03-08 13:35:00,61.0,48.0,10.0,0.0,Cloudy,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,the road is closed near dinkins lane. motorists are advised to follow directions of on scene personnel.,103,False,Source1|NaT|NaT|35.111598|-82.81246800000002| Pickens Hwy|the road is closed near dinkins lane. motorists are advised to follow directions of on scene personnel.
A-3979852,Source1,2,2022-01-10 08:45:30.000000000,2022-01-10 11:40:27.000000000,35.155631,-80.79401700000003,0.228,Slow traffic on NC-16 from Kingsgate Pl to Shelton St due to accident., Sardis Rd,Charlotte,Mecklenburg,NC,US/Eastern,2022-01-10 08:53:00,41.0,33.0,10.0,0.0,Cloudy,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic on nc-16 from kingsgate pl to shelton st due to accident.,70,False,Source1|NaT|NaT|35.155631|-80.79401700000003| Sardis Rd|slow traffic on nc-16 from kingsgate pl to shelton st due to accident.
A-5797646,Source1,2,2021-12-01 12:32:00.000000000,2021-12-01 15:08:33.000000000,35.155631,-80.79401700000003,0.228,Slow traffic on NC-16 from Kingsgate Pl to Shelton St due to accident., Sardis Rd,Charlotte,Mecklenburg,NC,US/Eastern,2021-12-01 12:53:00,65.0,34.0,10.0,0.0,Fair,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,slow traffic on nc-16 from kingsgate pl to shelton st due to accident.,70,False,Source1|NaT|NaT|35.155631|-80.79401700000003| Sardis Rd|slow traffic on nc-16 from kingsgate pl to shelton st due to accident.
A-4049811,Source1,4,2022-08-31 03:07:00.000000000,2022-08-31 07:45:00.000000000,35.16098,-78.248288,0.809,Incident on CASEY RD WB near GOSHEN CHURCH RD Road closed. Take alternate route., Goshen Church Rd,Faison,Sampson,NC,US/Eastern,2022-08-31 03:15:00,75.0,100.0,10.0,0.0,Fair,False,False,Night,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,incident on casey rd wb near goshen church rd road closed. take alternate route.,80,False,Source1|NaT|NaT|35.16098|-78.248288| Goshen Church Rd|incident on casey rd wb near goshen church rd road closed. take alternate route.
A-4555345,Source1,2,2022-08-31 03:07:00.000000000,2022-08-31 07:45:00.000000000,35.16098,-78.248288,0.809,Incident on CASEY RD WB near GOSHEN CHURCH RD Road closed. Take alternate route., Goshen Church Rd,Faison,Sampson,NC,US/Eastern,2022-08-31 03:15:00,75.0,100.0,10.0,0.0,Fair,False,False,Night,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,incident on casey rd wb near goshen church rd road closed. take alternate route.,80,False,Source1|NaT|NaT|35.16098|-78.248288| Goshen Church Rd|incident on casey rd wb near goshen church rd road closed. take alternate route.
A-4704886,Source1,2,2022-02-27 14:22:30.000000000,2022-02-27 17:38:50.000000000,35.162882,-80.876029,0.168,Stationary traffic from Grover Rd to Old Pineville Rd due to accident., South Blvd,Charlotte,Mecklenburg,NC,US/Eastern,2022-02-27 14:29:00,47.0,90.0,2.0,0.0,Light Rain,False,False,Day,,,,US_Accidents,reported_event_duration,End_Time minus Start_Time,True,False,False,False,False,False,,,,,False,stationary traffic from grover rd to old pineville rd due to accident.,70,False,Source1|NaT|NaT|35.162882|-80.876029| South Blvd|stationary traffic from grover rd to old pineville rd due to accident.
